region_title;rank;rank;subject;questions;share
г. Санкт-Петербург;5;5;Комплексное благоустройство;2235;0.029166503543045
г. Санкт-Петербург;6;6;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;2231;0.029114303984131
г. Санкт-Петербург;7;7;Налог на имущество;2058;0.026856673061113
г. Санкт-Петербург;8;8;Актуализация сведений об объектах налогообложения;1842;0.024037896879771
г. Санкт-Петербург;9;9;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);1582;0.020644925550379
г. Санкт-Петербург;10;10;Транспортный налог;1319;0.017212804551802
г. Севастополь;1;1;Перерасчет размеров пенсий;284;0.062076502732240
г. Севастополь;2;2;Комплексное благоустройство;175;0.038251366120219
г. Севастополь;3;3;Перерасчет размеров пенсий Подвопрос: по старости;101;0.022076502732240
г. Севастополь;4;4;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);98;0.021420765027322
г. Севастополь;5;5;Работа медицинских учреждений и их сотрудников;96;0.020983606557377
г. Севастополь;6;6;Деятельность субъектов торговли, торговые точки, организация торговли;94;0.020546448087432
г. Севастополь;7;7;Актуализация сведений об объектах налогообложения;92;0.020109289617486
г. Севастополь;8;8;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;88;0.019234972677596
г. Севастополь;9;9;Организация работы с налогоплательщиками;87;0.019016393442623
г. Севастополь;10;10;Права и свободы человека и гражданина Подвопрос: за рубежом;86;0.018797814207650
Еврейская автономная область;1;1;Привлечение к административной ответственности Подвопрос: Законодательство субъектов Российской Федерации;83;0.058001397624039
Еврейская автономная область;2;2;Деятельность органов дознания и следствия;54;0.037735849056604
Еврейская автономная область;3;3;Комплексное благоустройство;46;0.032145352900070
Еврейская автономная область;4;4;Опека и попечительство. Службы по обслуживанию детей, оказавшихся в трудной жизненной ситуации;45;0.031446540880503
Еврейская автономная область;5;5;Купля-продажа квартир, домов;35;0.024458420684836
Еврейская автономная область;6;6;Организация работы с налогоплательщиками;33;0.023060796645702
Еврейская автономная область;7;7;Коммунально-бытовое хозяйство и предоставление услуг в условиях рынка;28;0.019566736547869
Еврейская автономная область;8;8;Обеспечение жильем детей-сирот и детей, оставшихся без попечения родителей;27;0.018867924528302
Еврейская автономная область;9;9;Тарифы и льготы на бытовое услуги;26;0.018169112508735
Еврейская автономная область;10;10;Обеспечение дошкольных, общеобразовательных учреждений, профессиональных образовательных организаций и организаций высшего образования электро-, водо-, теплоснабжением;26;0.018169112508735
Забайкальский край;1;1;Транспортный налог;228;0.041857903433082
Забайкальский край;2;2;Налог на доходы физических лиц;209;0.038369744813659
Забайкальский край;3;3;Деятельность органов дознания и следствия;194;0.035615935377272
Забайкальский край;4;4;Налог на имущество;163;0.029924729208739
Забайкальский край;5;5;Деятельность судебных приставов;139;0.025518634110520
Забайкальский край;6;6;Санитарно-эпидемиологическое благополучие населения;125;0.022948411969892
Забайкальский край;7;7;Результаты рассмотрения обращения;124;0.022764824674133
Забайкальский край;8;8;Отбывание наказания в исправительных учреждениях;113;0.020745364420782
Забайкальский край;9;9;Учет налогоплательщиков. Получение и отказ от ИНН;112;0.020561777125023
Забайкальский край;10;10;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;94;0.017257205801359
Ивановская область;1;1;Налог на доходы физических лиц;404;0.056009981976986
Ивановская область;2;2;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);367;0.050880354914737
Ивановская область;3;3;Деятельность органов дознания и следствия;344;0.047691667821988
Ивановская область;4;4;Организация работы с налогоплательщиками;261;0.036184666574241
Ивановская область;5;5;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;189;0.026202689588243
Ивановская область;6;6;Комплексное благоустройство;162;0.022459448218494
Ивановская область;7;7;Качество товаров. Защита прав потребителей;158;0.021904893941495
Ивановская область;8;8;Благоустройство и ремонт подъездных дорог, в том числе тротуаров;141;0.019548038264245
Ивановская область;9;9;Работа медицинских учреждений и их сотрудников;140;0.019409399694995
Ивановская область;10;10;Деятельность судебных приставов;136;0.018854845417995
Иркутская область;1;1;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;1249;0.064577839822139
Иркутская область;2;2;Налог на имущество;1006;0.052013856574117
Иркутская область;3;3;Налог на доходы физических лиц;909;0.046998604001861
Иркутская область;4;4;Права и свободы человека и гражданина;683;0.035313582544853
Иркутская область;5;5;Транспортный налог;661;0.034176102580011
Иркутская область;6;6;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;535;0.027661444599555
Иркутская область;7;7;Деятельность органов дознания и следствия;481;0.024869448322217
Иркутская область;8;8;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);463;0.023938782896438
Иркутская область;9;9;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;457;0.023628561087844
Иркутская область;10;10;Организация работы с налогоплательщиками;436;0.022542784757768
Кабардино-Балкарская Республика;1;1;Деятельность судебных приставов;171;0.049039288786923
Кабардино-Балкарская Республика;2;2;Деятельность органов дознания и следствия;169;0.048465729853742
Кабардино-Балкарская Республика;3;3;Градостроительство. Архитектура и проектирование;138;0.039575566389447
Кабардино-Балкарская Республика;4;4;Улучшение жилищных условий, предоставление жилого помещения по договору социального найма гражданам, состоящим на учете в органе местного самоуправления в качестве нуждающихся в жилых помещениях;115;0.032979638657872
Кабардино-Балкарская Республика;5;5;Организация работы с налогоплательщиками;110;0.031545741324921
Кабардино-Балкарская Республика;6;6;Социальное обеспечение, социальная поддержка и социальная помощь семьям, имеющим детей, в том числе многодетным семьям и одиноким родителям, гражданам пожилого возраста, гражданам, находящимся в трудной жизненной ситуации, малоимущим гражданам;108;0.030972182391741
Кабардино-Балкарская Республика;7;7;Налог на имущество;105;0.030111843991970
Кабардино-Балкарская Республика;8;8;Опека и попечительство. Службы по обслуживанию детей, оказавшихся в трудной жизненной ситуации;96;0.027530828792658
Кабардино-Балкарская Республика;9;9;Запросы архивных данных;93;0.026670490392888
Кабардино-Балкарская Республика;10;10;Арендные отношения в области землепользования;66;0.018927444794953
Калининградская область;1;1;Налог на доходы физических лиц;1649;0.163769987089085
Калининградская область;2;2;Организация работы с налогоплательщиками;1421;0.141126229019764
Калининградская область;3;3;Работа органов прокуратуры;556;0.055218988976065
Калининградская область;4;4;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;505;0.050153937828980
Калининградская область;5;5;Транспортный налог;481;0.047770384347999
Калининградская область;6;6;Налог на имущество;371;0.036845764226835
Калининградская область;7;7;Деятельность органов дознания и следствия;333;0.033071804548615
Калининградская область;8;8;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;284;0.028205382858278
Калининградская область;9;9;Актуализация сведений об объектах налогообложения;273;0.027112920846161
Калининградская область;10;10;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;271;0.026914291389413
Калужская область;1;1;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;782;0.088944494995450
Калужская область;2;2;Налог на доходы физических лиц;451;0.051296633303003
Калужская область;3;3;Налог на имущество;313;0.035600545950864
Калужская область;4;4;Права и свободы человека и гражданина;312;0.035486806187443
Калужская область;5;5;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;284;0.032302092811647
Калужская область;6;6;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);262;0.029799818016379
Калужская область;7;7;Комплексное благоустройство;220;0.025022747952684
Калужская область;8;8;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;165;0.018767060964513
Калужская область;9;9;Эксплуатация и ремонт государственного, муниципального и ведомственного жилищного фондов;158;0.017970882620564
Калужская область;10;10;Транспортный налог;151;0.017174704276615
Камчатский край;1;1;Транспортный налог;189;0.055506607929515
Камчатский край;2;2;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;162;0.047577092511013
Камчатский край;3;3;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;134;0.039353891336270
Камчатский край;4;4;Учет налогоплательщиков. Получение и отказ от ИНН;113;0.033186490455213
Камчатский край;5;5;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);113;0.033186490455213
Камчатский край;6;6;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;103;0.030249632892805
Камчатский край;7;7;Своевременность и качество пенсионного обеспечения;90;0.026431718061674
Камчатский край;8;8;Оказание услуг в электронной форме. Пользование информационными ресурсами;80;0.023494860499266
Камчатский край;9;9;Актуализация сведений об объектах налогообложения;78;0.022907488986784
Камчатский край;10;10;Деятельность органов дознания и следствия;73;0.021439060205580
Карачаево-Черкесская Республика;1;1;Деятельность судебных приставов;171;0.112648221343874
Карачаево-Черкесская Республика;2;2;Арендные отношения в области землепользования;85;0.055994729907773
Карачаево-Черкесская Республика;3;3;Деятельность органов дознания и следствия;67;0.044137022397892
Карачаево-Черкесская Республика;4;4;Уголовное судопроизводство;49;0.032279314888011
Карачаево-Черкесская Республика;5;5;Вопросы возбуждения уголовных дел;45;0.029644268774704
Карачаево-Черкесская Республика;6;6;Выплата пособий и компенсаций на ребенка;37;0.024374176548090
Карачаево-Черкесская Республика;7;7;Тарифы и льготы на бытовое услуги;33;0.021739130434783
Карачаево-Черкесская Республика;8;8;Градостроительство. Архитектура и проектирование;26;0.017127799736495
Карачаево-Черкесская Республика;9;9;Исполнение судебных решений;24;0.015810276679842
Карачаево-Черкесская Республика;10;10;Деятельность федеральных государственных органов, министерств и других федеральных органов исполнительной власти. Принимаемые решения;24;0.015810276679842
Кемеровская область;1;1;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;631;0.034769671589156
Кемеровская область;2;2;Вопросы возбуждения уголовных дел;583;0.032124752038792
Кемеровская область;3;3;Перерасчет размеров пенсий Подвопрос: по старости;533;0.029369627507163
Кемеровская область;4;4;Налог на доходы физических лиц;525;0.028928807582103
Кемеровская область;5;5;Надзор и контроль за соблюдением трудового законодательства;467;0.025732863125413
Кемеровская область;6;6;Права и свободы человека и гражданина;435;0.023969583425171
Кемеровская область;7;7;Транспортный налог;425;0.023418558518845
Кемеровская область;8;8;Деятельность органов дознания и следствия;386;0.021269561384175
Кемеровская область;9;9;Комплексное благоустройство;379;0.020883843949747
Кемеровская область;10;10;Учет налогоплательщиков. Получение и отказ от ИНН;375;0.020663433987216
Кировская область;1;1;Налог на доходы физических лиц;473;0.058315867340649
Кировская область;2;2;Отбывание наказания в исправительных учреждениях;278;0.034274442115645
Кировская область;3;3;Работа органов прокуратуры;218;0.026877080507952
Кировская область;4;4;Транспортный налог;200;0.024657872025644
Кировская область;5;5;Деятельность органов дознания и следствия;196;0.024164714585131
Кировская область;6;6;Учет налогоплательщиков. Получение и отказ от ИНН;196;0.024164714585131
Кировская область;7;7;Комплексное благоустройство;157;0.019356429540131
Кировская область;8;8;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;157;0.019356429540131
Кировская область;9;9;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;155;0.019109850819874
Кировская область;10;10;Организация работы с налогоплательщиками;150;0.018493404019233
Костромская область;1;1;Организация работы с налогоплательщиками;606;0.107618540223761
Костромская область;2;2;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;447;0.079381992541289
Костромская область;3;3;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);264;0.046883324453916
Костромская область;4;4;Налог на имущество;153;0.027171017581247
Костромская область;5;5;Вопросы возбуждения уголовных дел;129;0.022908897176345
Костромская область;6;6;Транспортный налог;126;0.022376132125733
Костромская область;7;7;Уголовное судопроизводство;98;0.017403658320014
Костромская область;8;8;Комплексное благоустройство;91;0.016160539868585
Костромская область;9;9;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;88;0.015627774817972
Костромская область;10;10;Санитарно-эпидемиологическое благополучие населения;86;0.015272598117563
Краснодарский край;1;1;Организация работы с налогоплательщиками;2566;0.044212412557290
Краснодарский край;2;2;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;2471;0.042575553947414
Краснодарский край;3;3;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;1641;0.028274578724284
Краснодарский край;4;4;Деятельность органов дознания и следствия;1608;0.027705985733485
Краснодарский край;5;5;Налог на доходы физических лиц;1554;0.026775560839450
Краснодарский край;6;6;Лекарственное обеспечение;1366;0.023536303800958
Краснодарский край;7;7;Актуализация сведений об объектах налогообложения;1288;0.022192356731796
Краснодарский край;8;8;Налог на имущество;1283;0.022106206278645
Краснодарский край;9;9;Комплексное благоустройство;1244;0.021434232744064
Краснодарский край;10;10;Градостроительство. Архитектура и проектирование;1013;0.017454081808470
Красноярский край;1;1;Организация работы с налогоплательщиками;3128;0.116015132408575
Красноярский край;2;2;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;1277;0.047362955270381
Красноярский край;3;3;Налог на доходы физических лиц;1133;0.042022105185075
Красноярский край;4;4;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;1096;0.040649803427045
Красноярский край;5;5;Права и свободы человека и гражданина;1055;0.039129144722202
Красноярский край;6;6;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;877;0.032527260588977
Красноярский край;7;7;Транспортный налог;808;0.029968103256435
Красноярский край;8;8;Налог на имущество;743;0.027557302870707
Красноярский край;9;9;Деятельность органов дознания и следствия;686;0.025443216378607
Красноярский край;10;10;Перерасчет размеров пенсий;495;0.018359172168237
Курганская область;1;1;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);409;0.051446540880503
Курганская область;2;2;Комплексное благоустройство;341;0.042893081761006
Курганская область;3;3;Налог на доходы физических лиц;326;0.041006289308176
Курганская область;4;4;Права и свободы человека и гражданина;246;0.030943396226415
Курганская область;5;5;Налог на имущество;226;0.028427672955975
Курганская область;6;6;Транспортный налог;207;0.026037735849057
Курганская область;7;7;Градостроительство. Архитектура и проектирование;186;0.023396226415094
Курганская область;8;8;Организация работы с налогоплательщиками;172;0.021635220125786
Курганская область;9;9;Ритуальные услуги;138;0.017358490566038
Курганская область;10;10;Строительство и реконструкция дорог;138;0.017358490566038
Курская область;1;1;Организация работы с налогоплательщиками;940;0.070863173765548
Курская область;2;2;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;637;0.048021108179420
Курская область;3;3;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;576;0.043422540520166
Курская область;4;4;Строительство и реконструкция дорог;483;0.036411609498681
Курская область;5;5;Деятельность органов дознания и следствия;450;0.033923859781380
Курская область;6;6;Налог на имущество;305;0.022992838296268
Курская область;7;7;Транспортный налог;296;0.022314361100641
Курская область;8;8;Комплексное благоустройство;288;0.021711270260083
Курская область;9;9;Налог на доходы физических лиц;274;0.020655861289107
Курская область;10;10;Государственные награды. Награды и почетные знаки субъекта Российской Федерации. Ведомственные награды. Награды органов местного самоуправления;242;0.018243497926875
Ленинградская область;1;1;Налог на доходы физических лиц;2829;0.247831800262812
Ленинградская область;2;2;Налог на имущество;1284;0.112483574244415
Ленинградская область;3;3;Организация работы с налогоплательщиками;982;0.086027157249233
Ленинградская область;4;4;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;541;0.047393780113885
Ленинградская область;5;5;Юридические вопросы по налогам и сборам;431;0.037757336837495
Ленинградская область;6;6;Транспортный налог;384;0.033639947437582
Ленинградская область;7;7;Градостроительство. Архитектура и проектирование;374;0.032763907139728
Ленинградская область;8;8;Земельный налог;251;0.021988611476128
Ленинградская область;9;9;Комплексное благоустройство;234;0.020499342969777
Ленинградская область;10;10;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;184;0.016119141480508
Липецкая область;1;1;Комплексное благоустройство;387;0.038707741548310
Липецкая область;2;2;Права и свободы человека и гражданина;362;0.036207241448290
Липецкая область;3;3;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);350;0.035007001400280
Липецкая область;4;4;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;341;0.034106821364273
Липецкая область;5;5;Деятельность органов дознания и следствия;297;0.029705941188238
Липецкая область;6;6;Вопросы возбуждения уголовных дел;273;0.027305461092218
Липецкая область;7;7;Благоустройство и ремонт подъездных дорог, в том числе тротуаров;265;0.026505301060212
Липецкая область;8;8;Налог на имущество;261;0.026105221044209
Липецкая область;9;9;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;247;0.024704940988198
Липецкая область;10;10;Организация работы с налогоплательщиками;243;0.024304860972194
Магаданская область;1;1;Актуализация сведений об объектах налогообложения;83;0.065716547901821
Магаданская область;2;2;Оказание услуг в электронной форме. Пользование информационными ресурсами;56;0.044338875692795
